participant_id;A;B;C
702577;3;3;3
702621;2;2;5
702693;4;3;6
702810;6;2;3
702813;3;3;5
702816;3;3;3
702908;3;3;3
702909;3;97;6
702910;5;4;4
702912;2;2;2
702913;3;3;3
702914;6;3;6
702915;4;6;6
702917;3;2;4
702918;3;2;2
703036;3;3;3
703038;6;1;6
703041;3;3;3
703147;3;3;3
703148;2;97;98
703149;3;3;3
703150;6;6;6
703151;5;3;6
703249;6;6;6
703250;3;3;6
703251;3;3;3
703252;6;6;6
703356;6;3;6
703469;3;2;3
703471;4;3;4
703472;4;2;2
703473;5;4;6
703475;6;6;3
703478;6;6;6
703571;1;2;2
703573;5;5;5
703575;2;2;3
703666;5;5;4
703668;5;3;3
703770;6;3;3
703774;6;6;6
703813;2;2;3
703879;2;3;2
703880;2;2;2
703881;5;5;5
703882;5;5;5
703961;6;3;6
703962;3;2;6
703963;3;3;3
704054;4;4;4
704055;3;3;3
704058;3;3;3
704060;6;6;6
704141;3;2;2
704295;4;3;4
704296;2;2;4
704298;3;3;2
704301;3;3;3
704302;4;4;6
704303;6;4;5
704589;6;6;6
704877;4;4;5
704976;2;3;6
704977;6;6;6
705393;3;4;3
705607;4;4;6
705719;6;2;6
705721;3;3;3
705813;2;2;2
705814;6;6;6
705906;6;6;6
705908;6;6;6
705977;6;2;3
705979;6;2;6
990001;6;2;6
990002;5;5;5
990003;3;3;3
990004;5;4;3
990005;6;2;3
